Date/Time,SHOEBOX:Zone Air Temperature [C](Hourly),PURCHASED AIR:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PURCHASED AIR:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PEOPLE_COMFORT:Zone Thermal Comfort Fanger Model PPD [%](Hourly) 
 02/09  14:00:00,22.533507276545028,0.0,0.0,5.386633376551231 
 02/09  15:00:00,24.08182158674585,0.0,0.0,9.955239140392506 
 02/09  16:00:00,25.698435428161859,0.0,0.0,17.076006106965488 
 02/09  17:00:00,25.351240615588666,0.0,0.0,10.698380533243329 
 02/09  18:00:00,23.972473108190326,0.0,0.0,5.369310230404804 
 02/09  19:00:00,22.671743028281087,0.0,0.0,6.647835566970876 
 02/09  20:00:00,21.446269905127495,0.0,0.0,11.446535807133458 
 02/09  21:00:00,20.162594080466034,814730.0941885692,0.0,19.33712409437142 
 02/09  22:00:00,20.00000000000576,1668228.7403059577,0.0,19.08590616582365 
 02/09  23:00:00,20.0,1650418.9413711709,0.0,16.700498381420183 
 02/09  24:00:00,20.0,1714996.5129408518,0.0,16.091909804121376 
 02/10  01:00:00,20.0,1871922.9280711185,0.0,16.50676112993634 
 02/10  02:00:00,20.0,2044805.028899643,0.0,17.282292811144555 
 02/10  03:00:00,20.0,2194380.3024149548,0.0,18.10917085309482 
 02/10  04:00:00,20.0,2391192.5703251839,0.0,19.18832952936008 
 02/10  05:00:00,20.000000000000005,2560313.386057742,0.0,20.14195067904063 
 02/10  06:00:00,20.0,2679582.386910242,0.0,20.83257797069964 
 02/10  07:00:00,20.0,2956979.77063904,0.0,22.083911813389848 
 02/10  08:00:00,20.0,3120510.8837089797,0.0,23.14094552966535 
 02/10  09:00:00,20.0,2743473.7745755754,0.0,21.081868188300928 
 02/10  10:00:00,20.002163689076519,775098.0197585923,0.0,13.52536253554162 
 02/10  11:00:00,20.400059784572176,0.0,0.0,9.451011671890063 
 02/10  12:00:00,21.538167559840067,0.0,0.0,5.914438308168902 
 02/10  13:00:00,22.99335313530869,0.0,0.0,6.176809073359263 
 02/10  14:00:00,24.621202796304244,0.0,0.0,14.144162326124836 
 02/10  15:00:00,25.99076477665611,636862.6192344659,1357497.3939002637,27.27156836832765 
 02/10  16:00:00,26.0,329277.7056713341,1104391.9293059693,26.16136764138517 
 02/10  17:00:00,25.916333684781028,32898.453491861364,96816.91932604445,17.054587205007257 
 02/10  18:00:00,25.06037051353819,0.0,0.0,7.720857851794508 
 02/10  19:00:00,23.79236346328146,0.0,0.0,5.202042827521218 
 02/10  20:00:00,22.61265366297459,0.0,0.0,7.534786414954017 
 02/10  21:00:00,21.38377163662608,0.0,0.0,13.090852635609103 
 02/10  22:00:00,20.140215670300319,926608.5751912359,0.0,22.176532789314917 
 02/10  23:00:00,20.000000000004378,1893009.7200700879,0.0,20.814275858025096 
 02/10  24:00:00,20.0,1920711.2589573374,0.0,18.079141056316204 
 02/11  01:00:00,20.0,1993811.4560927116,0.0,17.43175482665587 
 02/11  02:00:00,20.0,2160498.1239133269,0.0,18.018245816197834 
 02/11  03:00:00,20.0,2363909.0861752175,0.0,19.075346219146704 
 02/11  04:00:00,20.0,2616282.9425365177,0.0,20.493663813589053 
 02/11  05:00:00,20.000000000000005,2842435.260249861,0.0,21.81987262269268 
 02/11  06:00:00,20.0,2997010.51092407,0.0,22.749549242601718 
 02/11  07:00:00,20.0,3432000.610087178,0.0,24.61360928654282 
 02/11  08:00:00,20.0,3718968.846280666,0.0,26.273581259863744 
 02/11  09:00:00,20.0,3376748.990630204,0.0,23.791882267755498 
 02/11  10:00:00,20.0,1139967.4513793074,0.0,14.803217907283596 
 02/11  11:00:00,20.12444896021486,9461.772197180158,0.0,12.327271978395784 
 02/11  12:00:00,20.67908372305666,0.0,0.0,10.32648297978013 
 02/11  13:00:00,21.51942298041772,0.0,0.0,6.9396568768735309 
 02/11  14:00:00,22.753296295388087,0.0,0.0,5.4429188405193689 
 02/11  15:00:00,24.066129445682134,0.0,0.0,9.185098967197698 
 02/11  16:00:00,25.32686592516644,0.0,0.0,13.399018412797587 
 02/11  17:00:00,25.414371363456256,0.0,0.0,10.285100597801368 
 02/11  18:00:00,24.16086659748071,0.0,0.0,5.6813763399992329 
 02/11  19:00:00,22.14896286997123,0.0,0.0,8.395601040285963 
 02/11  20:00:00,20.618744383576929,0.0,0.0,16.9477637589691 
 02/11  21:00:00,20.00005274505853,1730726.8855070114,0.0,22.396724173578858 
 02/11  22:00:00,20.0,1935277.0759863118,0.0,19.687162425813708 
 02/11  23:00:00,20.0,1988992.0656856909,0.0,17.83989144032608 
 02/11  24:00:00,20.0,2084580.4362554416,0.0,17.663139203987524 
 02/12  01:00:00,20.0,2237227.0178621376,0.0,18.34800916489013 
 02/12  02:00:00,20.0,2436820.320894994,0.0,19.425083039409257 
 02/12  03:00:00,20.0,2660535.5618168634,0.0,20.704343339930487 
 02/12  04:00:00,20.0,2844943.5073743227,0.0,21.794282586923136 
 02/12  05:00:00,20.0,2991271.9180816838,0.0,22.6794704986562 
 02/12  06:00:00,20.0,3116712.0819455694,0.0,23.45071716347339 
 02/12  07:00:00,20.0,3545490.5544710366,0.0,25.283065975511155 
 02/12  08:00:00,20.0,3760914.1961460027,0.0,26.52238915566834 
 02/12  09:00:00,20.0,3386796.584903444,0.0,23.79640545184897 
 02/12  10:00:00,20.0,1107260.0441524643,0.0,14.543110545069297 
 02/12  11:00:00,20.281376631399004,0.0,0.0,10.648795962796152 
 02/12  12:00:00,21.223830315636808,0.0,0.0,7.2649443553116159 
 02/12  13:00:00,22.342007706673276,0.0,0.0,5.22359477453071 
 02/12  14:00:00,23.702017971398637,0.0,0.0,7.727692730240797 
 02/12  15:00:00,25.012582696440395,0.0,0.0,14.876811461760886 
 02/12  16:00:00,25.983709434482284,379836.636476678,582575.4811138918,20.57975304333046 
 02/12  17:00:00,25.87329316444279,20485.56990746688,46407.73964810214,16.168536011284087 
 02/12  18:00:00,24.78795215189974,0.0,0.0,7.402756718341851 
 02/12  19:00:00,22.734632956958789,0.0,0.0,6.168035467453218 
 02/12  20:00:00,21.184072629111176,0.0,0.0,12.162697328991408 
 02/12  21:00:00,20.110128691260326,848137.1821230832,0.0,20.56539980299664 
 02/12  22:00:00,20.000000000001515,1805281.1514889275,0.0,20.26269133913236 
 02/12  23:00:00,20.0,1953140.9500241306,0.0,18.127714080013985 
 02/12  24:00:00,20.0,2057473.7553080987,0.0,17.67180706916771 
 02/13  01:00:00,20.0,2243543.2654592928,0.0,18.418730203076949 
 02/13  02:00:00,20.0,2489703.0449164,0.0,19.743760867461768 
 02/13  03:00:00,20.0,2749590.394406374,0.0,21.245187716644755 
 02/13  04:00:00,20.0,3030187.6975334465,0.0,22.945372416136509 
 02/13  05:00:00,20.0,3259823.469557438,0.0,24.38012216933925 
 02/13  06:00:00,20.0,3431791.389115801,0.0,25.48024379365853 
 02/13  07:00:00,20.0,3919831.230250047,0.0,27.401955940556463 
 02/13  08:00:00,20.0,4250769.995879911,0.0,29.252508429992877 
 02/13  09:00:00,20.0,4453467.692361498,0.0,29.20212325915053 
 02/13  10:00:00,20.0,4161169.594543753,0.0,27.542780127798325 
 02/13  11:00:00,20.0,3654832.4087125465,0.0,24.823559930253535 
 02/13  12:00:00,20.0,2449048.9377736395,0.0,18.738663409122628 
 02/13  13:00:00,20.0,1270242.2675732054,0.0,14.113782632699503 
 02/13  14:00:00,20.23566472435988,41890.99953100186,0.0,9.565552102654977 
 02/13  15:00:00,21.583767919895114,0.0,0.0,5.649326041942018 
 02/13  16:00:00,22.948746728128126,0.0,0.0,5.158399593278631 
 02/13  17:00:00,22.591788726636229,0.0,0.0,5.759242429236511 
 02/13  18:00:00,21.20860998527361,0.0,0.0,12.852298903463899 
 02/13  19:00:00,20.019379776517085,2145270.0039402588,0.0,22.60224979870922 
 02/13  20:00:00,20.000000000000005,2556801.9517955298,0.0,21.113677278481018 
 02/13  21:00:00,20.0,2691283.5625463786,0.0,20.871873259546044 
 02/13  22:00:00,20.0,2718195.1609490734,0.0,21.201914924599796 
 02/13  23:00:00,20.0,2707885.3429508216,0.0,20.92040282869289 
 02/13  24:00:00,20.0,2781604.4457492965,0.0,21.340543233300357 
 02/14  01:00:00,20.0,2949874.751843527,0.0,22.363944972380155 
 02/14  02:00:00,20.0,3095767.2011061499,0.0,23.266289233237616 
 02/14  03:00:00,20.0,3209050.1890189826,0.0,23.981315132783477 
 02/14  04:00:00,20.0,3274967.798377736,0.0,24.397387379401338 
 02/14  05:00:00,20.0,3303799.8921112648,0.0,24.58082075223709 
 02/14  06:00:00,20.0,3330268.0595804697,0.0,24.74923164498506 
 02/14  07:00:00,20.0,3590461.0717497717,0.0,25.67045016536764 
 02/14  08:00:00,20.0,3727741.2109566775,0.0,26.457108608267807 
 02/14  09:00:00,20.0,4009755.6174624997,0.0,27.362102805554188 
 02/14  10:00:00,20.0,4043202.953431257,0.0,27.557108928025696 
 02/14  11:00:00,20.0,3520726.709333771,0.0,24.906455349526437 
 02/14  12:00:00,20.0,2815365.669675844,0.0,21.578916177681447 
 02/14  13:00:00,20.0,3147633.4329125147,0.0,23.350001324084205 
 02/14  14:00:00,20.0,3169866.874161495,0.0,23.44309805543286 
 02/14  15:00:00,20.0,3151964.954283133,0.0,23.410957942931608 
 02/14  16:00:00,20.0,3238524.906816003,0.0,23.857742991395953 
 02/14  17:00:00,20.0,3327877.724847816,0.0,24.286035832575338 
 02/14  18:00:00,20.0,3517732.8007435586,0.0,25.237689563385545 
 02/14  19:00:00,20.0,3643226.8053378255,0.0,25.861592286186704 
 02/14  20:00:00,20.0,3643683.3565589555,0.0,26.144911726574948 
 02/14  21:00:00,20.0,3712326.5187057477,0.0,26.425068713343309 
 02/14  22:00:00,20.0,3565765.970333865,0.0,26.184873565815278 
 02/14  23:00:00,20.0,3430386.34692382,0.0,25.427682839797258 
 02/14  24:00:00,20.0,3436224.9019946225,0.0,25.483535638410605 
 02/15  01:00:00,19.999999999999998,3471837.351331195,0.0,25.717452514064566 
 02/15  02:00:00,20.0,3507346.35810747,0.0,25.949059746712988 
 02/15  03:00:00,20.0,3548352.2560802798,0.0,26.219231187936776 
 02/15  04:00:00,20.0,3625589.212716396,0.0,26.734870844712494 
 02/15  05:00:00,20.0,3692773.6569531077,0.0,27.184266409195517 
 02/15  06:00:00,20.0,3718173.1982400726,0.0,27.352538815822105 
 02/15  07:00:00,20.0,4028559.658119535,0.0,28.4323859900007 
 02/15  08:00:00,20.0,4134805.593522357,0.0,28.94326989377154 
 02/15  09:00:00,20.0,4005794.2348447099,0.0,27.395181067972186 
 02/15  10:00:00,20.0,3078960.0378306785,0.0,22.533471996571014 
 02/15  11:00:00,20.0,2789148.3542562716,0.0,21.300619475889574 
 02/15  12:00:00,20.0,2468745.6245889167,0.0,19.919536242698795 
 02/15  13:00:00,20.0,2407823.3232422505,0.0,19.852810060788995 
 02/15  14:00:00,20.0,2174048.229478931,0.0,18.83368898875339 
 02/15  15:00:00,20.0,2088326.391291534,0.0,18.463201511083399 
 02/15  16:00:00,20.0,2082483.2851419443,0.0,18.548398777812499 
 02/15  17:00:00,20.0,2543939.36349007,0.0,20.715124474255295 
 02/15  18:00:00,20.0,2992966.022610549,0.0,22.7096701329952 
 02/15  19:00:00,20.0,3242175.4087522865,0.0,23.799580125124277 
 02/15  20:00:00,20.0,3233535.958240733,0.0,23.944452882981854 
 02/15  21:00:00,20.0,3279684.982685392,0.0,24.043447161393585 
 02/15  22:00:00,20.0,3219886.757385474,0.0,24.07823260864714 
 02/15  23:00:00,20.0,3136699.840467993,0.0,23.575131582201278 
 02/15  24:00:00,20.0,3195279.405662772,0.0,23.953260131672267 
 02/16  01:00:00,20.0,3289765.7785801088,0.0,24.55559300227597 
 02/16  02:00:00,20.0,3354303.9011084607,0.0,24.96765840728702 
 02/16  03:00:00,20.0,3393963.781516024,0.0,25.22102680764125 
 02/16  04:00:00,20.0,3441615.727786499,0.0,25.52927494574726 
 02/16  05:00:00,20.0,3485532.571502877,0.0,25.813870016941669 
 02/16  06:00:00,20.000000000000005,3520615.814026868,0.0,26.042542165806613 
 02/16  07:00:00,20.0,3850509.335232119,0.0,27.33547939201024 
 02/16  08:00:00,20.0,4072559.7868796165,0.0,28.549460242993378 
 02/16  09:00:00,20.0,4334382.961203512,0.0,29.197079629519636 
 02/16  10:00:00,20.000000000000005,4476479.561252984,0.0,29.90251099881492 
 02/16  11:00:00,20.0,4395846.65425532,0.0,29.420355569148027 
 02/16  12:00:00,20.0,4092812.516709147,0.0,27.749323812085114 
 02/16  13:00:00,20.0,3845148.295156543,0.0,26.43570505012282 
 02/16  14:00:00,20.0,3221783.818080383,0.0,23.143270416909105 
 02/16  15:00:00,20.0,1852516.7854765938,0.0,16.640677909357664 
 02/16  16:00:00,20.0,812229.2760322625,0.0,13.923984888874364 
 02/16  17:00:00,20.0,1293924.617309282,0.0,16.61893173467883 
 02/16  18:00:00,20.0,2750472.2395219535,0.0,21.86530644537702 
 02/16  19:00:00,20.0,3332556.161947881,0.0,23.98893361320272 
 02/16  20:00:00,20.0,3392998.115361183,0.0,24.590604480798068 
 02/16  21:00:00,19.999999999999998,3429640.3214149337,0.0,24.688863871461739 
 02/16  22:00:00,20.0,3306728.3018467195,0.0,24.558719355314 
 02/16  23:00:00,20.0,3268918.896055966,0.0,24.36910132405002 
 02/16  24:00:00,20.0,3345709.8041385316,0.0,24.876803144842638 
 02/17  01:00:00,20.0,3416614.385905185,0.0,25.3382542574838 
 02/17  02:00:00,20.0,3481995.543549692,0.0,25.764018608883295 
 02/17  03:00:00,20.0,3556206.410921996,0.0,26.253417091075446 
 02/17  04:00:00,20.0,3628048.176926531,0.0,26.72985164052678 
 02/17  05:00:00,20.0,3691757.2247408118,0.0,27.156565816203096 
 02/17  06:00:00,20.0,3735165.59825887,0.0,27.44682680937238 
 02/17  07:00:00,20.0,4043602.796417121,0.0,28.460481005016619 
 02/17  08:00:00,20.0,4106266.463698807,0.0,28.70257458441847 
 02/17  09:00:00,20.0,4011799.332173776,0.0,27.397532679969527 
 02/17  10:00:00,20.0,3407609.973291474,0.0,24.34734054656485 
 02/17  11:00:00,20.0,2305674.7139539208,0.0,19.251095069692938 
 02/17  12:00:00,20.0,1825372.3123300595,0.0,17.691618026233639 
 02/17  13:00:00,20.0,1277800.7693147734,0.0,15.929223033168528 
 02/17  14:00:00,20.021166905227838,312515.86830266375,0.0,13.192548008931383 
 02/17  15:00:00,20.724678982492884,0.0,0.0,8.66414034016936 
 02/17  16:00:00,21.44968951514443,0.0,0.0,7.5098618208422069 
 02/17  17:00:00,21.240147728396179,0.0,0.0,9.884336899196797 
 02/17  18:00:00,20.248407259956598,977260.3099512456,0.0,19.93005558845477 
 02/17  19:00:00,20.000000000025606,2422650.2832957489,0.0,21.95054560745353 
 02/17  20:00:00,20.0,2521257.122974582,0.0,20.942264148923788 
 02/17  21:00:00,20.0,2641503.253973768,0.0,20.841722099477776 
 02/17  22:00:00,20.0,2661224.387571369,0.0,20.958825798630948 
 02/17  23:00:00,20.0,2675559.749215294,0.0,20.794279931209684 
 02/17  24:00:00,20.0,2800001.9019729734,0.0,21.50114114936439 
 02/18  01:00:00,20.0,2951609.579156068,0.0,22.419312403538055 
 02/18  02:00:00,20.0,3124458.88675232,0.0,23.492092897240906 
 02/18  03:00:00,19.999999999999998,3226431.5254600855,0.0,24.130510629792416 
 02/18  04:00:00,20.0,3319435.046941451,0.0,24.724502282795485 
 02/18  05:00:00,20.0,3444537.345954417,0.0,25.53345523216129 
 02/18  06:00:00,20.0,3520157.508260345,0.0,26.02465950452814 
 02/18  07:00:00,20.0,3908144.4070686327,0.0,27.54616449952917 
 02/18  08:00:00,20.0,4071085.44147733,0.0,28.41682400876933 
 02/18  09:00:00,20.0,3806192.714311664,0.0,26.048142614685124 
 02/18  10:00:00,20.0,2234868.8264938096,0.0,18.222708555135367 
 02/18  11:00:00,20.0,1170405.8681821749,0.0,14.882460574304917 
 02/18  12:00:00,20.021031236506305,168048.07120814597,0.0,12.641174286850387 
 02/18  13:00:00,20.61213434250565,0.0,0.0,8.794351296296588 
 02/18  14:00:00,21.922423900214996,0.0,0.0,5.31422708489507 
 02/18  15:00:00,23.21171624459465,0.0,0.0,7.007794103405618 
 02/18  16:00:00,24.57477926055924,0.0,0.0,10.37930108982679 
 02/18  17:00:00,24.891764154391553,0.0,0.0,9.055224603777079 
 02/18  18:00:00,23.88642470289496,0.0,0.0,5.48999740623277 
 02/18  19:00:00,21.859496094392726,0.0,0.0,9.348593673606596 
 02/18  20:00:00,20.246008312227735,700744.6785271757,0.0,19.57823050926027 
 02/18  21:00:00,20.000000000000836,2002314.3721464466,0.0,20.880419586620179 
 02/18  22:00:00,20.0,2085391.5515157388,0.0,19.01516726352915 
 02/18  23:00:00,20.0,2099173.9673236354,0.0,17.91631044573065 
 02/18  24:00:00,20.0,2254552.103700677,0.0,18.463668542138838 
 02/19  01:00:00,20.0,2462259.0785156025,0.0,19.565789813635964 
 02/19  02:00:00,20.0,2658069.1534244178,0.0,20.683662663984057 
 02/19  03:00:00,20.0,2866046.0996938014,0.0,21.919963605906835 
 02/19  04:00:00,20.0,3067565.4942503368,0.0,23.15229116796681 
 02/19  05:00:00,20.0,3237681.0088497039,0.0,24.216723569765873 
 02/19  06:00:00,20.0,3375884.8950392168,0.0,25.096889199249217 
 02/19  07:00:00,19.999999999999998,3775502.7277081508,0.0,26.639302931634679 
 02/19  08:00:00,20.0,3855677.832379951,0.0,27.039295901766669 
 02/19  09:00:00,20.0,2901423.6726598215,0.0,21.126399908003419 
 02/19  10:00:00,20.0,882655.7854422256,0.0,13.827664130319806 
 02/19  11:00:00,20.30594685651783,0.0,0.0,10.482629000234573 
 02/19  12:00:00,21.28663635854034,0.0,0.0,7.079665261223053 
 02/19  13:00:00,22.122907555489737,0.0,0.0,5.445656717851871 
 02/19  14:00:00,23.338161724697405,0.0,0.0,6.753840994421772 
 02/19  15:00:00,24.61859556899802,0.0,0.0,12.503504548367597 
 02/19  16:00:00,25.773814044847499,194485.8282882544,219831.34256166087,18.722837345381718 
 02/19  17:00:00,25.77896754594164,0.0,0.0,13.226804803370519 
 02/19  18:00:00,24.67906302025941,0.0,0.0,6.285383515477979 
 02/19  19:00:00,22.755727678307605,0.0,0.0,7.067860946409996 
 02/19  20:00:00,21.039100179700147,0.0,0.0,15.180145285664596 
 02/19  21:00:00,20.051638693464729,1168595.4514894956,0.0,23.706367590667559 
 02/19  22:00:00,20.000000000000019,1940630.1592819007,0.0,21.41303538326038 
 02/19  23:00:00,20.0,2042606.9423496635,0.0,18.65648078393726 
 02/19  24:00:00,20.0,2115479.333221607,0.0,17.95734682176318 
 02/20  01:00:00,20.0,2315090.202529406,0.0,18.794690381844558 
 02/20  02:00:00,20.0,2568038.8275519039,0.0,20.167328089339326 
 02/20  03:00:00,20.0,2775610.943187374,0.0,21.375545617528006 
 02/20  04:00:00,20.0,3019461.380267735,0.0,22.856672402098999 
 02/20  05:00:00,20.000000000000005,3257831.480169369,0.0,24.347885381434954 
 02/20  06:00:00,20.0,3408806.3180692589,0.0,25.309491684752478 
 02/20  07:00:00,20.0,3840447.649854828,0.0,26.94380819825811 
 02/20  08:00:00,20.0,3953386.547948099,0.0,27.532115903439274 
 02/20  09:00:00,20.0,3839895.8971426526,0.0,25.961401836866789 
 02/20  10:00:00,20.0,3216796.2196094079,0.0,22.9066375910672 
 02/20  11:00:00,20.0,2695681.054793826,0.0,20.624585636550007 
 02/20  12:00:00,20.0,2105592.8673430948,0.0,18.38654947915822 
 02/20  13:00:00,20.0,1175822.0323623133,0.0,15.478271743021672 
 02/20  14:00:00,20.36658555088097,0.0,0.0,9.86745908667866 
 02/20  15:00:00,21.719345014568007,0.0,0.0,5.557090969240572 
 02/20  16:00:00,22.95064020000771,0.0,0.0,5.0882092329342 
 02/20  17:00:00,23.128090435099919,0.0,0.0,5.189700153124512 
 02/20  18:00:00,22.050919296387268,0.0,0.0,8.553376442874653 
 02/20  19:00:00,20.502723337630476,180925.1514738929,0.0,18.099400503407439 
 02/20  20:00:00,20.000000323587228,1810105.7019569816,0.0,22.170304728208039 
 02/20  21:00:00,20.0,2003080.5722739846,0.0,19.774792419505645 
 02/20  22:00:00,20.0,2121895.574144731,0.0,18.87882694999261 
 02/20  23:00:00,20.000000000000005,2151842.1760618297,0.0,18.07024224627367 
 02/20  24:00:00,20.0,2250380.2020835408,0.0,18.407599963787477 
 02/21  01:00:00,20.0,2403327.8598117704,0.0,19.212008930811149 
 02/21  02:00:00,20.0,2567663.8738409818,0.0,20.140642119528054 
 02/21  03:00:00,20.0,2745382.3163620347,0.0,21.18210943239489 
 02/21  04:00:00,20.0,2931419.247279112,0.0,22.30238548534989 
 02/21  05:00:00,20.0,3086189.013370819,0.0,23.25470676458654 
 02/21  06:00:00,20.0,3188235.4718538878,0.0,23.890988079292315 
 02/21  07:00:00,20.0,3533540.890944129,0.0,25.296608508715367 
 02/21  08:00:00,20.0,3555099.23629153,0.0,25.45511840734883 
 02/21  09:00:00,20.0,3307481.168873704,0.0,23.750734830328793 
 02/21  10:00:00,20.0,3143063.7481505165,0.0,23.326816932200946 
 02/21  11:00:00,20.0,2715298.2599501579,0.0,21.514215071034994 
 02/21  12:00:00,20.0,1936051.1962186695,0.0,18.331470345473197 
 02/21  13:00:00,20.0,674692.9921268383,0.0,14.430891897153224 
 02/21  14:00:00,20.173413594939267,0.0,0.0,12.58002491464636 
 02/21  15:00:00,21.038706239005838,0.0,0.0,8.841708537519019 
 02/21  16:00:00,22.096354602911494,0.0,0.0,6.231646580371574 
 02/21  17:00:00,22.12752517342885,0.0,0.0,7.857226670213753 
 02/21  18:00:00,20.99685106409483,0.0,0.0,17.493798443631044 
 02/21  19:00:00,20.041421021599068,2320744.557388198,0.0,28.77340705789165 
 02/21  20:00:00,20.0,2923277.286432662,0.0,24.27879176117304 
 02/21  21:00:00,20.0,2903541.0306100535,0.0,22.576164933404596 
 02/21  22:00:00,20.0,2819520.794068843,0.0,22.00794030560641 
 02/21  23:00:00,20.0,2739687.6329069819,0.0,21.18301457288042 
 02/21  24:00:00,20.0,2834561.9948346328,0.0,21.708178811430274 
 02/22  01:00:00,20.0,3030202.594242642,0.0,22.901312133998006 
 02/22  02:00:00,20.0,3280583.5594684907,0.0,24.480354520564373 
 02/22  03:00:00,20.0,3520419.295908618,0.0,26.038960588733614 
 02/22  04:00:00,20.000000000000005,3712848.24871357,0.0,27.319193971273877 
 02/22  05:00:00,20.0,3880057.906358567,0.0,28.453924401311345 
 02/22  06:00:00,20.0,4033498.4847299207,0.0,29.58227891127477 
 02/22  07:00:00,20.0,4588757.293178171,0.0,31.647174661357224 
 02/22  08:00:00,20.0,4610231.360807909,0.0,31.46343611358222 
 02/22  09:00:00,20.0,3309360.842193788,0.0,22.8343748018591 
 02/22  10:00:00,20.0,1144352.7496692695,0.0,14.855076221408874 
 02/22  11:00:00,20.098081848171906,21557.2510512016,0.0,13.264702495688072 
 02/22  12:00:00,20.686421967979745,0.0,0.0,11.222593191954387 
 02/22  13:00:00,21.333437224468367,0.0,0.0,8.659778600811699 
 02/22  14:00:00,22.3057919385018,0.0,0.0,5.71659729886778 
 02/22  15:00:00,23.273765712843099,0.0,0.0,5.005569279395449 
 02/22  16:00:00,23.17524834745409,0.0,0.0,5.462155570709946 
 02/22  17:00:00,22.209789981656816,0.0,0.0,8.905204395276515 
 02/22  18:00:00,20.728762163742088,0.0,0.0,20.028284921380558 
 02/22  19:00:00,20.00001483858292,2622211.5274329006,0.0,26.7305257500759 
 02/22  20:00:00,20.0,2586079.993162251,0.0,22.749322416759907 
 02/22  21:00:00,20.0,2682369.6764892318,0.0,21.446523729709687 
 02/22  22:00:00,20.0,2637215.4240970376,0.0,20.991636670954344 
 02/22  23:00:00,20.0,2604363.971440212,0.0,20.345070054014266 
 02/22  24:00:00,20.0,2781497.3172085008,0.0,21.32589196571897 
 02/23  01:00:00,20.0,3003117.4818409185,0.0,22.67234340742822 
 02/23  02:00:00,20.0,3236256.4988951415,0.0,24.142828335375144 
 02/23  03:00:00,20.0,3446766.2263931117,0.0,25.503276802366356 
 02/23  04:00:00,20.0,3617463.1612298146,0.0,26.631432196598394 
 02/23  05:00:00,20.0,3769296.295011496,0.0,27.651973274426156 
 02/23  06:00:00,20.0,3912143.0512491355,0.0,28.64167957516726 
 02/23  07:00:00,20.0,4476577.52308687,0.0,30.901292294827358 
 02/23  08:00:00,20.0,4453504.199503015,0.0,30.488082814194674 
 02/23  09:00:00,20.0,3541935.775141698,0.0,24.05052433543588 
 02/23  10:00:00,20.0,1637954.8633131909,0.0,16.08850854886194 
 02/23  11:00:00,20.06106385576048,107171.54416979119,0.0,12.695297882951776 
 02/23  12:00:00,20.574290289689853,0.0,0.0,10.961214571342483 
 02/23  13:00:00,21.14228272156094,0.0,0.0,8.916754715045224 
 02/23  14:00:00,22.17955251015182,0.0,0.0,5.6298843907234 
 02/23  15:00:00,23.51327701946145,0.0,0.0,6.701226389052894 
 02/23  16:00:00,24.80793039843636,0.0,0.0,10.03612126091604 
 02/23  17:00:00,25.016290913432884,0.0,0.0,8.005923124380816 
 02/23  18:00:00,23.952012272481526,0.0,0.0,5.494710972996444 
 02/23  19:00:00,22.15313571333897,0.0,0.0,9.793090232285933 
 02/23  20:00:00,20.352925242316109,619850.021345685,0.0,21.28242297392348 
 02/23  21:00:00,20.000000001993713,2080299.4392332524,0.0,23.033840346586417 
 02/23  22:00:00,20.0,2188725.3181085886,0.0,19.985615351275965 
 02/23  23:00:00,20.0,2175103.248321341,0.0,18.358883532541815 
 02/23  24:00:00,20.0,2257341.6623930025,0.0,18.444511962752349 
 02/24  01:00:00,20.0,2415894.2710094836,0.0,19.260901116346056 
 02/24  02:00:00,20.0,2646962.937113314,0.0,20.577511276523077 
 02/24  03:00:00,20.0,2835969.2237656714,0.0,21.696287030031063 
 02/24  04:00:00,20.000000000000005,2958384.673080387,0.0,22.437850590136333 
 02/24  05:00:00,20.0,3071482.6518559607,0.0,23.13334106832659 
 02/24  06:00:00,20.0,3125666.4958728307,0.0,23.46482892327208 
 02/24  07:00:00,20.0,3468740.5774034049,0.0,24.862199335662184 
 02/24  08:00:00,20.0,3686264.858091274,0.0,26.140992925755758 
 02/24  09:00:00,20.0,3902923.2280800275,0.0,26.76937727597125 
 02/24  10:00:00,20.0,4176954.2883965598,0.0,28.044842991240164 
 02/24  11:00:00,20.0,3895733.520569022,0.0,26.255847799778708 
 02/24  12:00:00,20.0,2339752.4549812909,0.0,18.62903187382106 
 02/24  13:00:00,20.0,1055251.4259782055,0.0,14.273396964640368 
 02/24  14:00:00,20.0,411177.61659688726,0.0,14.03578336652084 
 02/24  15:00:00,20.106513424711669,0.0,0.0,13.739204893456105 
 02/24  16:00:00,20.874007955523028,0.0,0.0,10.336491720406123 
 02/24  17:00:00,20.991262601944965,0.0,0.0,12.844279298690973 
 02/24  18:00:00,20.127564169536485,1776181.5681740933,0.0,25.104814131222118 
 02/24  19:00:00,20.00000000000053,3001617.9727075987,0.0,24.410816571092437 
 02/24  20:00:00,20.000000000000005,3103045.83245868,0.0,23.732974151109919 
 02/24  21:00:00,20.0,3238642.9040874827,0.0,23.74687328490408 
 02/24  22:00:00,20.0,3181916.1696981869,0.0,23.839169831719457 
 02/24  23:00:00,20.0,3192410.4614292329,0.0,23.846680828612479 
 02/24  24:00:00,20.0,3345484.8418072166,0.0,24.84603160410204 
 02/25  01:00:00,20.0,3486315.455612177,0.0,25.76950281959672 
 02/25  02:00:00,20.0,3627610.0778528016,0.0,26.70531542376773 
 02/25  03:00:00,20.0,3747391.7055616977,0.0,27.506967682014265 
