Date/Time,SHOEBOX:Zone Air Temperature [C](Hourly),PURCHASED AIR:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PURCHASED AIR:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PEOPLE_COMFORT:Zone Thermal Comfort Fanger Model PPD [%](Hourly) 
 01/01  01:00:00,20.0,4367504.325148698,0.0,31.874087714837079 
 01/01  02:00:00,20.0,4545666.598465288,0.0,33.09732354292626 
 01/01  03:00:00,20.0,4603497.605428961,0.0,33.49257452595845 
 01/01  04:00:00,20.0,4632938.76017034,0.0,33.71056335450504 
 01/01  05:00:00,20.0,4772444.830595933,0.0,34.74196137985066 
 01/01  06:00:00,20.0,4849995.166953156,0.0,35.303457058442429 
 01/01  07:00:00,20.0,5301149.6418239469,0.0,36.31651369985331 
 01/01  08:00:00,20.0,5585772.251243755,0.0,37.75972175866303 
 01/01  09:00:00,20.0,6072184.183608748,0.0,38.885649296639638 
 01/01  10:00:00,20.0,6024587.606781852,0.0,38.36134020198903 
 01/01  11:00:00,20.0,4782373.541036787,0.0,30.90946782582495 
 01/01  12:00:00,20.0,2451189.369945155,0.0,18.809930134182286 
 01/01  13:00:00,20.0,961065.2803373876,0.0,14.298228687124614 
 01/01  14:00:00,20.016881821235939,76220.63446447707,0.0,13.738288712041987 
 01/01  15:00:00,20.163942938957328,0.0,0.0,15.011712560877646 
 01/01  16:00:00,20.035875186704513,917278.1225440292,0.0,20.361639483940367 
 01/01  17:00:00,20.00000000000001,3574383.94485036,0.0,26.485808254199328 
 01/01  18:00:00,20.0,3993561.5920368295,0.0,26.67440854411522 
 01/01  19:00:00,20.0,4261266.9805657169,0.0,27.969082914602578 
 01/01  20:00:00,20.0,4222772.1296891369,0.0,28.82521803227387 
 01/01  21:00:00,20.0,4339333.016463065,0.0,29.585697820520097 
 01/01  22:00:00,20.0,4153896.813324894,0.0,29.910685190064269 
 01/01  23:00:00,20.0,4103062.1743311437,0.0,29.95914623532522 
 01/01  24:00:00,20.0,4231611.488098482,0.0,30.887391072146845 
 01/02  01:00:00,20.0,4319239.658685739,0.0,31.496571580577507 
 01/02  02:00:00,20.0,4416363.862599445,0.0,32.22040264050752 
 01/02  03:00:00,20.0,4543864.12409048,0.0,33.03731073219406 
 01/02  04:00:00,20.0,4622099.257869805,0.0,33.64759251984097 
 01/02  05:00:00,20.0,4719855.516582573,0.0,34.35787239461518 
 01/02  06:00:00,20.0,4780992.97552289,0.0,34.79650809222252 
 01/02  07:00:00,20.0,5271989.45162581,0.0,36.12732832503233 
 01/02  08:00:00,20.0,5492047.875470103,0.0,37.1934675302077 
 01/02  09:00:00,20.0,5970191.185951834,0.0,38.32226424999988 
 01/02  10:00:00,20.0,5918780.029666122,0.0,37.77953022081833 
 01/02  11:00:00,20.0,4634153.449727716,0.0,30.08691610635061 
 01/02  12:00:00,20.0,2439369.445055597,0.0,18.671066822957813 
 01/02  13:00:00,20.0,919157.6633467005,0.0,14.045866337522222 
 01/02  14:00:00,20.043182743608587,46421.5255248618,0.0,13.226583958918452 
 01/02  15:00:00,20.27387538639063,0.0,0.0,13.81638539214641 
 01/02  16:00:00,20.145671825470275,474000.8564250861,0.0,18.40277950111071 
 01/02  17:00:00,20.000000000925345,3294230.520248622,0.0,26.129561599973966 
 01/02  18:00:00,20.0,3750569.618496171,0.0,25.754432703695274 
 01/02  19:00:00,20.0,4021568.0732872916,0.0,26.879241894731555 
 01/02  20:00:00,20.0,4024726.478395865,0.0,27.757532086544445 
 01/02  21:00:00,20.0,4068527.9266613388,0.0,28.045708559511409 
 01/02  22:00:00,20.0,3889048.6003774979,0.0,28.1417917204987 
 01/02  23:00:00,20.0,3856019.2151541265,0.0,28.17964937608745 
 01/02  24:00:00,20.0,3960108.152161774,0.0,28.961786437572596 
 01/03  01:00:00,20.0,3796401.006712485,0.0,27.790838594681657 
 01/03  02:00:00,20.0,3388514.6192714206,0.0,25.061031520762528 
 01/03  03:00:00,20.0,3241878.8873254556,0.0,24.12560544560384 
 01/03  04:00:00,20.0,3351759.1597629359,0.0,24.84278560149374 
 01/03  05:00:00,19.999999999999998,3486438.667962888,0.0,25.73340387413191 
 01/03  06:00:00,20.0,3600819.9275632405,0.0,26.50175428691726 
 01/03  07:00:00,20.0,3953832.323683583,0.0,27.898870310896599 
 01/03  08:00:00,20.0,4214600.755805844,0.0,29.33908469622875 
 01/03  09:00:00,20.0,4551680.064436246,0.0,30.492361027121587 
 01/03  10:00:00,20.0,4568820.919968155,0.0,30.50429635746003 
 01/03  11:00:00,20.0,3344749.3164429657,0.0,24.00617578578954 
 01/03  12:00:00,20.0,1184451.0269840428,0.0,15.385225596629036 
 01/03  13:00:00,20.134514406726259,27181.640789587287,0.0,12.671920884450359 
 01/03  14:00:00,20.874803394837558,0.0,0.0,9.88275403972875 
 01/03  15:00:00,21.681180709625509,0.0,0.0,7.582722509569457 
 01/03  16:00:00,21.999854597358874,0.0,0.0,7.93601000182066 
 01/03  17:00:00,21.09194525011669,0.0,0.0,17.599288532383978 
 01/03  18:00:00,20.074080885944679,2125737.48126324,0.0,28.025578975313285 
 01/03  19:00:00,20.00000000000056,3078709.9569718118,0.0,24.726035665218665 
 01/03  20:00:00,20.0,3056474.146359522,0.0,23.55751280969238 
 01/03  21:00:00,20.0,3123658.4574304528,0.0,23.291381708370598 
 01/03  22:00:00,20.0,3033416.048689325,0.0,23.048707095812366 
 01/03  23:00:00,20.0,2965058.167087162,0.0,22.500892895034857 
 01/03  24:00:00,20.0,3069533.594158077,0.0,23.140585931399956 
 01/04  01:00:00,19.999999999999998,3148275.3326587255,0.0,23.63026817431752 
 01/04  02:00:00,20.0,3266553.84023745,0.0,24.381130087884558 
 01/04  03:00:00,20.0,3479226.3026208879,0.0,25.762280043267965 
 01/04  04:00:00,20.0,3678226.6476472124,0.0,27.08344505154192 
 01/04  05:00:00,20.0,3867865.952815716,0.0,28.374516759176925 
 01/04  06:00:00,20.0,4033144.372485759,0.0,29.586663485744557 
 01/04  07:00:00,20.0,4526667.151511639,0.0,31.338064482411047 
 01/04  08:00:00,20.0,4850070.502088806,0.0,33.08245264646089 
 01/04  09:00:00,20.0,5306373.821927414,0.0,34.39782521525105 
 01/04  10:00:00,20.0,5017333.249325479,0.0,32.43832127296394 
 01/04  11:00:00,20.0,2381098.6487405027,0.0,18.896621112095969 
 01/04  12:00:00,20.0,729127.7201914134,0.0,14.06433246075119 
 01/04  13:00:00,20.084170317540413,17130.80901240692,0.0,13.356302924298973 
 01/04  14:00:00,20.643893420709067,0.0,0.0,11.131903559151207 
 01/04  15:00:00,21.24440952865919,0.0,0.0,9.485504708056391 
 01/04  16:00:00,21.081547208085053,0.0,0.0,13.020130046867493 
 01/04  17:00:00,20.10740377529494,1998965.3840240264,0.0,26.695150516552798 
 01/04  18:00:00,20.00000000000031,3477761.783006358,0.0,25.42496412099238 
 01/04  19:00:00,20.0,3684771.8280934996,0.0,25.404716330629893 
 01/04  20:00:00,20.0,3657507.220310348,0.0,25.8407147849276 
 01/04  21:00:00,20.0,3675370.9373486049,0.0,25.84258413719536 
 01/04  22:00:00,20.0,3605824.009358501,0.0,26.35780796922786 
 01/04  23:00:00,20.0,3680188.8494747916,0.0,27.01431466789606 
 01/04  24:00:00,20.0,3653695.695661464,0.0,26.858814809096129 
 01/05  01:00:00,20.0,3756983.0553566429,0.0,27.56974551863061 
 01/05  02:00:00,20.0,3846807.961672917,0.0,28.165175030673596 
 01/05  03:00:00,20.0,3796651.811325727,0.0,27.812454813491063 
 01/05  04:00:00,20.0,3765230.861571261,0.0,27.590726112848075 
 01/05  05:00:00,20.000000000000005,3768976.1525138455,0.0,27.617124931392707 
 01/05  06:00:00,20.0,3866288.542320429,0.0,28.28852710166318 
 01/05  07:00:00,20.0,4275620.384354074,0.0,29.783241774074197 
 01/05  08:00:00,20.0,4491457.406039183,0.0,30.922436510899958 
 01/05  09:00:00,20.0,4773091.09428099,0.0,31.538175913345858 
 01/05  10:00:00,20.0,4426814.3148468979,0.0,29.49002139496757 
 01/05  11:00:00,20.0,3649282.536009849,0.0,25.395379847554563 
 01/05  12:00:00,20.0,3256317.4620044126,0.0,23.321914617413797 
 01/05  13:00:00,20.0,1728242.7012199858,0.0,16.596778196629896 
 01/05  14:00:00,20.03388306861739,170703.85440321224,0.0,13.004020789837489 
 01/05  15:00:00,20.347256688599136,0.0,0.0,13.006971978761476 
 01/05  16:00:00,20.416687194730508,0.0,0.0,15.79746486741317 
 01/05  17:00:00,20.000036214783749,2893314.958522838,0.0,26.649574591904015 
 01/05  18:00:00,20.0,3576205.5651681607,0.0,25.583263146452095 
 01/05  19:00:00,20.0,3872745.456664846,0.0,26.381643926536943 
 01/05  20:00:00,20.0,3824217.747553775,0.0,26.78031926549406 
 01/05  21:00:00,20.0,3938263.157519878,0.0,27.34542581916557 
 01/05  22:00:00,20.0,3855687.0277287859,0.0,27.95152045400052 
 01/05  23:00:00,20.0,3770168.7424789636,0.0,27.623907877428434 
 01/05  24:00:00,20.0,3886385.87811682,0.0,28.473783933021634 
 01/06  01:00:00,20.0,4078449.359566927,0.0,29.86553814870295 
 01/06  02:00:00,20.0,4247085.013376335,0.0,31.03270415095622 
 01/06  03:00:00,20.0,4387537.731672803,0.0,32.05107589906593 
 01/06  04:00:00,20.0,4533049.5195642099,0.0,33.024575455124658 
 01/06  05:00:00,20.0,4636109.077674671,0.0,33.78349837726524 
 01/06  06:00:00,20.0,4714711.163828617,0.0,34.34706962098837 
 01/06  07:00:00,20.0,5331322.189033637,0.0,36.46163712179563 
 01/06  08:00:00,20.0,5690895.154218538,0.0,38.42035585219414 
 01/06  09:00:00,20.0,5992369.488079458,0.0,38.28895754576976 
 01/06  10:00:00,20.0,5500449.66372362,0.0,35.12255275036677 
 01/06  11:00:00,20.0,4111198.197112794,0.0,27.067811460989778 
 01/06  12:00:00,20.0,1922952.6075384219,0.0,16.86084979010111 
 01/06  13:00:00,20.000197482749227,458817.68559022058,0.0,13.511284354567863 
 01/06  14:00:00,20.217369597188847,0.0,0.0,12.519359799407703 
 01/06  15:00:00,20.791775369949709,0.0,0.0,10.86572001238838 
 01/06  16:00:00,21.17213131183611,0.0,0.0,10.403123537194397 
 01/06  17:00:00,20.471184739836898,387770.9148776558,0.0,19.17838818387514 
 01/06  18:00:00,20.00000020240469,1839281.6356307497,0.0,23.102863709570756 
 01/06  19:00:00,20.0,2148834.5274550116,0.0,21.4928752360903 
 01/06  20:00:00,20.0,2384531.3669003208,0.0,21.124761638506369 
 01/06  21:00:00,20.0,2522885.296501708,0.0,20.792024504755636 
 01/06  22:00:00,20.0,2527459.0001413307,0.0,20.42213324324622 
 01/06  23:00:00,20.0,2524620.6946829247,0.0,19.970157748399417 
 01/06  24:00:00,20.0,2728588.9258757785,0.0,21.081814656295874 
 01/07  01:00:00,20.0,2923095.8478192656,0.0,22.245054520898085 
 01/07  02:00:00,19.999999999999998,3148060.5120592296,0.0,23.64763485227235 
 01/07  03:00:00,20.0,3401697.6588850535,0.0,25.27435882202012 
 01/07  04:00:00,20.0,3539447.43854968,0.0,26.170727646648758 
 01/07  05:00:00,20.0,3641442.7527370105,0.0,26.846007820761998 
 01/07  06:00:00,20.0,3711151.6558868514,0.0,27.303856718723848 
 01/07  07:00:00,20.0,4080213.006165627,0.0,28.57678093669271 
 01/07  08:00:00,20.0,4351313.726244939,0.0,30.06786291571477 
 01/07  09:00:00,20.0,4646377.728514994,0.0,30.86154879275313 
 01/07  10:00:00,20.0,4533932.674857224,0.0,30.19365458124396 
 01/07  11:00:00,20.0,3257339.7907775209,0.0,23.42949678986818 
 01/07  12:00:00,20.0,1176015.684414896,0.0,15.136766661522393 
 01/07  13:00:00,20.093899956318347,43203.980013193715,0.0,12.657488297235082 
 01/07  14:00:00,20.813734421408744,0.0,0.0,9.584458338828263 
 01/07  15:00:00,21.6934117033004,0.0,0.0,7.183000787926654 
 01/07  16:00:00,21.60056219464205,0.0,0.0,9.844161364441496 
 01/07  17:00:00,20.451912088358609,697692.2329881236,0.0,22.574654410863276 
 01/07  18:00:00,20.00000082460839,3116003.8967456037,0.0,26.030885904873498 
 01/07  19:00:00,20.0,3278750.907301641,0.0,24.110947337863438 
 01/07  20:00:00,20.0,3251971.6895694278,0.0,24.029864033882644 
 01/07  21:00:00,20.0,3363617.4353859147,0.0,24.307123518976966 
 01/07  22:00:00,20.0,3306934.330608998,0.0,24.570652613504309 
 01/07  23:00:00,20.0,3248512.7691394926,0.0,24.22490015019498 
 01/07  24:00:00,20.0,3372286.553050439,0.0,25.042311361459544 
 01/08  01:00:00,20.0,3568666.327281825,0.0,26.337641660478267 
 01/08  02:00:00,19.999999999999998,3716724.1066773778,0.0,27.323757196523944 
 01/08  03:00:00,20.0,3827004.4958590345,0.0,28.068678066562119 
 01/08  04:00:00,20.0,4030224.491251496,0.0,29.537032334323994 
 01/08  05:00:00,20.0,4179996.062645704,0.0,30.5752173131892 
 01/08  06:00:00,20.0,4229870.670995695,0.0,30.91173642660969 
 01/08  07:00:00,20.0,4721174.590334227,0.0,32.556084524759 
 01/08  08:00:00,20.0,5123241.642148425,0.0,34.775640706444 
 01/08  09:00:00,20.0,5536126.228341469,0.0,35.724161871654057 
 01/08  10:00:00,20.0,5375428.767589908,0.0,34.66549822509568 
 01/08  11:00:00,20.0,4041592.953924499,0.0,26.818845610707429 
 01/08  12:00:00,20.0,1911988.599043148,0.0,16.88295490881885 
 01/08  13:00:00,20.00234132791922,400189.6325629931,0.0,13.31117082705831 
 01/08  14:00:00,20.272172114840413,0.0,0.0,12.193632034699624 
 01/08  15:00:00,20.805795826554666,0.0,0.0,10.986453786098127 
 01/08  16:00:00,20.86561043744174,0.0,0.0,13.150766927605899 
 01/08  17:00:00,20.09147874131037,2164058.4637259806,0.0,26.58344259583771 
 01/08  18:00:00,20.00000000000072,3606913.798743462,0.0,25.786808308134267 
 01/08  19:00:00,20.0,3855891.6075392228,0.0,26.137635558531245 
 01/08  20:00:00,20.0,3864049.242862067,0.0,26.87989425256485 
 01/08  21:00:00,20.0,3967651.7376119049,0.0,27.41383139083845 
 01/08  22:00:00,20.0,3807431.880736572,0.0,27.61943336809946 
 01/08  23:00:00,20.0,3751257.522863861,0.0,27.480070238411704 
 01/08  24:00:00,20.0,3909841.00678661,0.0,28.61995520246145 
 01/09  01:00:00,20.0,4106014.9012292975,0.0,30.041777199924664 
 01/09  02:00:00,20.0,4274616.229907393,0.0,31.211666313859508 
 01/09  03:00:00,20.0,4358454.355685304,0.0,31.789551071615518 
 01/09  04:00:00,20.0,4445007.767636108,0.0,32.415513362429937 
 01/09  05:00:00,20.0,4569539.736093286,0.0,33.251896151481329 
 01/09  06:00:00,20.0,4676446.290800271,0.0,34.05624523280454 
 01/09  07:00:00,20.0,5207496.512902649,0.0,35.66003321444135 
 01/09  08:00:00,20.0,5496511.539960395,0.0,37.15614153554578 
 01/09  09:00:00,20.0,5933137.029632468,0.0,37.94649198131713 
 01/09  10:00:00,20.0,5514540.289308424,0.0,35.179079162495849 
 01/09  11:00:00,20.0,4365878.411710166,0.0,28.38879627380275 
 01/09  12:00:00,19.999999999999998,3684613.759179734,0.0,24.758485272288018 
 01/09  13:00:00,20.0,3553067.807384544,0.0,24.290706395666935 
 01/09  14:00:00,20.0,3300762.428152239,0.0,23.042942066572676 
 01/09  15:00:00,20.0,2495118.706394958,0.0,19.2749437269801 
 01/09  16:00:00,20.0,2750801.756198724,0.0,20.823367578305395 
 01/09  17:00:00,20.0,4179007.834851466,0.0,27.744013602869076 
 01/09  18:00:00,20.0,4610108.535647784,0.0,29.989630961028327 
 01/09  19:00:00,20.0,4817665.505799106,0.0,31.204305618073705 
 01/09  20:00:00,20.0,4683701.694188416,0.0,31.709058520711939 
 01/09  21:00:00,20.0,4710507.071753495,0.0,32.0947804636369 
 01/09  22:00:00,20.0,4452620.202667184,0.0,32.00705673543505 
 01/09  23:00:00,20.0,4389145.015406435,0.0,31.99084929287233 
 01/09  24:00:00,20.0,4485759.820558883,0.0,32.67734604165073 
 01/10  01:00:00,20.0,4557483.673335386,0.0,33.138307336380638 
 01/10  02:00:00,20.0,4653463.970672716,0.0,33.88598991257339 
 01/10  03:00:00,20.0,4708815.006421098,0.0,34.279811762731217 
 01/10  04:00:00,20.0,4732210.512827178,0.0,34.444056540828487 
 01/10  05:00:00,20.0,4792387.245042581,0.0,34.883313845270929 
 01/10  06:00:00,20.0,4863674.368710277,0.0,35.40666523404311 
 01/10  07:00:00,20.0,5320140.720942599,0.0,36.52523388087486 
 01/10  08:00:00,20.0,5554106.364507429,0.0,37.655108505456777 
 01/10  09:00:00,20.0,6006535.360758073,0.0,38.64232335875453 
 01/10  10:00:00,20.0,5859082.398985977,0.0,37.40449681192934 
 01/10  11:00:00,20.0,4201063.790858204,0.0,27.482194102210725 
 01/10  12:00:00,20.0,1987966.0715338549,0.0,16.977340417566429 
 01/10  13:00:00,20.00017503457772,517799.5108719679,0.0,13.368925293701026 
 01/10  14:00:00,20.230839447555057,0.0,0.0,11.972648392558787 
 01/10  15:00:00,20.822271373961006,0.0,0.0,10.414353575263256 
 01/10  16:00:00,20.8383452238448,0.0,0.0,13.07755151854248 
 01/10  17:00:00,20.077959091120165,2148594.966718742,0.0,26.03927701095345 
 01/10  18:00:00,20.00000000000058,3560935.7940527109,0.0,25.535357963751279 
 01/10  19:00:00,20.0,3760070.9889565056,0.0,25.73796248674721 
 01/10  20:00:00,20.0,3758511.26463892,0.0,26.359484198667606 
 01/10  21:00:00,20.000000000000005,3833431.415234153,0.0,26.71842187485989 
 01/10  22:00:00,20.0,3676331.45396902,0.0,26.77820488696065 
 01/10  23:00:00,20.0,3630677.0097834968,0.0,26.666725412991395 
 01/10  24:00:00,20.0,3800476.6446884225,0.0,27.855235290670995 
 01/11  01:00:00,20.0,3971290.029899772,0.0,29.074219024025884 
 01/11  02:00:00,20.0,4112334.5711841878,0.0,30.082888852055239 
 01/11  03:00:00,20.0,4251259.068611156,0.0,31.046324636473956 
 01/11  04:00:00,20.0,4376369.106779022,0.0,31.96568376238302 
 01/11  05:00:00,20.0,4457835.50662454,0.0,32.531082958913078 
 01/11  06:00:00,20.0,4533152.996965781,0.0,32.983661036657277 
 01/11  07:00:00,20.0,5065922.032554706,0.0,34.7412670634179 
 01/11  08:00:00,20.0,5365966.162740953,0.0,36.339618911146128 
 01/11  09:00:00,20.0,5836765.113849058,0.0,37.48226609804704 
 01/11  10:00:00,20.0,5681535.383073387,0.0,36.31411858808613 
 01/11  11:00:00,20.0,3972972.4760648875,0.0,26.287336781357799 
 01/11  12:00:00,20.0,1929501.9613727774,0.0,16.786651448258188 
 01/11  13:00:00,20.000982351260406,481222.75901419037,0.0,13.299751547948665 
 01/11  14:00:00,20.23701564991817,0.0,0.0,12.06058823165697 
 01/11  15:00:00,20.77261329971761,0.0,0.0,10.855970783664349 
 01/11  16:00:00,20.745923790474433,0.0,0.0,13.743722896647336 
 01/11  17:00:00,20.037128764175887,2509156.00818664,0.0,25.77801482490176 
 01/11  18:00:00,20.00000000000001,3595984.6547643595,0.0,25.44880797336882 
 01/11  19:00:00,20.0,3905199.346728826,0.0,26.283639953483698 
 01/11  20:00:00,20.0,3904777.5739029648,0.0,27.06546282227498 
 01/11  21:00:00,20.0,3985263.651603503,0.0,27.510910950543644 
 01/11  22:00:00,20.0,3821523.31639553,0.0,27.70237557547402 
 01/11  23:00:00,20.0,3796837.140363371,0.0,27.782159992345226 
 01/11  24:00:00,20.0,3910686.451931704,0.0,28.59959573914453 
 01/12  01:00:00,20.0,4074372.6946429356,0.0,29.814033206491229 
 01/12  02:00:00,20.0,4216999.137504618,0.0,30.79578776218717 
 01/12  03:00:00,20.000000000000005,4389397.888810302,0.0,32.02928253199448 
 01/12  04:00:00,20.0,4507961.78938309,0.0,32.81466453041557 
 01/12  05:00:00,20.000000000000005,4650452.510774663,0.0,33.8578040033824 
 01/12  06:00:00,20.0,4772579.174668435,0.0,34.75857802331708 
 01/12  07:00:00,20.0,5195740.764384659,0.0,35.61011227503861 
 01/12  08:00:00,20.0,5433636.605117091,0.0,36.77309571514731 
 01/12  09:00:00,20.0,5961313.516366599,0.0,38.18335944936669 
 01/12  10:00:00,20.0,5865820.5609195609,0.0,37.23359574457614 
 01/12  11:00:00,19.999999999999998,4006166.601858274,0.0,26.229145705612266 
 01/12  12:00:00,20.0,2078652.756807163,0.0,17.203273047957948 
 01/12  13:00:00,20.0,689732.5536045333,0.0,13.677601082954438 
 01/12  14:00:00,20.1565397553189,0.0,0.0,12.486258554124355 
 01/12  15:00:00,20.674686763456465,0.0,0.0,11.323839799407422 
 01/12  16:00:00,20.79453675624523,0.0,0.0,13.094605496909088 
 01/12  17:00:00,20.080357248874646,2322245.427955739,0.0,25.607848138874745 
 01/12  18:00:00,20.000000000001397,3655088.336281108,0.0,25.802487216901097 
 01/12  19:00:00,20.0,3915854.902427973,0.0,26.327468132519298 
 01/12  20:00:00,20.0,3866255.1992041596,0.0,26.8639744185634 
 01/12  21:00:00,20.0,3928101.0156004868,0.0,27.196838185891978 
 01/12  22:00:00,20.0,3792826.1296282794,0.0,27.50607031981029 
 01/12  23:00:00,20.0,3736436.616787894,0.0,27.36119008179341 
 01/12  24:00:00,20.0,3845182.3989420079,0.0,28.142324454435899 
 01/13  01:00:00,20.0,4017059.769816748,0.0,29.386713360240333 
 01/13  02:00:00,20.0,4218001.653679844,0.0,30.806524167601709 
 01/13  03:00:00,20.0,4349758.4470339999,0.0,31.737833123103554 
 01/13  04:00:00,20.0,4403777.957101113,0.0,32.15742907544468 
 01/13  05:00:00,20.0,4445692.841006922,0.0,32.42903275964749 
 01/13  06:00:00,20.0,4532153.604213025,0.0,32.96164933040048 
 01/13  07:00:00,20.0,5072799.756136973,0.0,34.76856466385423 
 01/13  08:00:00,20.0,5287608.554650664,0.0,35.8453898634073 
 01/13  09:00:00,20.0,5571412.310956042,0.0,35.98631202317089 
 01/13  10:00:00,20.0,5286374.568049434,0.0,34.020750034167047 
 01/13  11:00:00,20.0,4160844.266680927,0.0,27.550753077406637 
 01/13  12:00:00,20.0,3050196.775952987,0.0,21.794855361000289 
 01/13  13:00:00,20.0,1311470.4512853749,0.0,15.113541581994929 
 01/13  14:00:00,20.098899755538139,46017.341587884075,0.0,12.369322010012015 
 01/13  15:00:00,20.592975831238709,0.0,0.0,11.532673701535194 
 01/13  16:00:00,20.566647252440647,0.0,0.0,15.11199566783337 
 01/13  17:00:00,20.009930312299749,2675407.152034799,0.0,26.201604736489089 
 01/13  18:00:00,20.000000000000005,3541544.7696521778,0.0,25.406974157258604 
 01/13  19:00:00,20.0,3776723.711685557,0.0,25.903566420131598 
 01/13  20:00:00,20.0,3751873.3997647606,0.0,26.36806715553655 
 01/13  21:00:00,20.0,3629093.502221073,0.0,25.681131634269506 
 01/13  22:00:00,20.0,3260653.3263730246,0.0,24.21709358505957 
 01/13  23:00:00,19.999999999999998,3105231.9681932146,0.0,23.282177847065026 
 01/13  24:00:00,20.0,3232394.585631539,0.0,24.099669033044223 
 01/14  01:00:00,20.0,3344146.768720319,0.0,24.82291688022613 
 01/14  02:00:00,20.0,3446553.07320852,0.0,25.494710061208509 
 01/14  03:00:00,20.0,3555218.200211092,0.0,26.214434713699274 
 01/14  04:00:00,20.0,3661884.143348467,0.0,26.929699515802488 
 01/14  05:00:00,20.0,3755504.5951338915,0.0,27.563170569227343 
 01/14  06:00:00,20.0,3855880.483679558,0.0,28.251231706470166 
 01/14  07:00:00,20.0,4402678.79885398,0.0,30.58821380028519 
 01/14  08:00:00,20.0,4807429.545825687,0.0,32.83826941811426 
 01/14  09:00:00,20.0,5269080.739106398,0.0,34.24566745527908 
 01/14  10:00:00,20.0,5051082.143979293,0.0,32.731784088766669 
 01/14  11:00:00,20.0,2897294.267450638,0.0,21.212011218529964 
 01/14  12:00:00,20.0,1053311.221811341,0.0,14.827240290422166 
 01/14  13:00:00,20.093609592380888,31575.56143691889,0.0,13.056249133671252 
 01/14  14:00:00,20.764204961029056,0.0,0.0,10.366412523023227 
 01/14  15:00:00,21.524601149813888,0.0,0.0,8.182028605342979 
 01/14  16:00:00,21.692068109075579,0.0,0.0,9.222516451952805 
 01/14  17:00:00,20.561114123150977,1234109.5768166865,0.0,22.274239444290214 
 01/14  18:00:00,20.000000001998779,3394584.7706097105,0.0,26.946806182076825 
 01/14  19:00:00,19.999999999999998,3653040.6135987706,0.0,25.448147221894943 
 01/14  20:00:00,20.0,3678908.1948275289,0.0,25.960354037309135 
 01/14  21:00:00,20.0,3845274.496789134,0.0,26.695908667953519 
 01/14  22:00:00,20.0,3743928.0624631487,0.0,27.22592522044052 
 01/14  23:00:00,20.0,3722822.075047898,0.0,27.306108765779518 
 01/14  24:00:00,19.999999999999998,3905548.4789955059,0.0,28.611108169784037 
 01/15  01:00:00,20.0,4087067.3509995315,0.0,29.92532267127653 
 01/15  02:00:00,20.0,4217883.639123486,0.0,30.82181565558467 
 01/15  03:00:00,20.0,4362268.650482719,0.0,31.858165282341678 
 01/15  04:00:00,20.0,4506811.160616655,0.0,32.82403964617088 
 01/15  05:00:00,20.0,4696585.684040614,0.0,34.22246910469817 
 01/15  06:00:00,20.0,4833167.625023827,0.0,35.21010326640363 
 01/15  07:00:00,20.0,5311378.053892871,0.0,36.28329620390229 
 01/15  08:00:00,20.0,5539819.486395941,0.0,37.3489933632236 
 01/15  09:00:00,20.0,6038331.421100602,0.0,38.51055586932868 
 01/15  10:00:00,20.0,5762897.925861284,0.0,36.5009791030503 
 01/15  11:00:00,20.0,3614726.5510694675,0.0,24.08317266219557 
 01/15  12:00:00,20.0,1949985.2324032766,0.0,16.94560070978301 
 01/15  13:00:00,20.0,689449.0399365359,0.0,14.243657109416832 
 01/15  14:00:00,20.12736082504703,0.0,0.0,13.569046209769923 
 01/15  15:00:00,20.538248139933356,0.0,0.0,13.153602050591138 
 01/15  16:00:00,20.513476489796014,0.0,0.0,16.45913564047167 
 01/15  17:00:00,20.001050375871626,3169249.1343058685,0.0,28.186014376771415 
 01/15  18:00:00,20.0,4057485.6492219709,0.0,27.172241605758488 
 01/15  19:00:00,20.0,4327068.897242834,0.0,28.118604023789563 
 01/15  20:00:00,20.0,4268139.81796441,0.0,28.94291701525172 
 01/15  21:00:00,20.0,4360941.637955522,0.0,29.564218395856615 
 01/15  22:00:00,20.0,4180090.990416874,0.0,30.027956521327636 
 01/15  23:00:00,20.0,4151369.357489148,0.0,30.271075319959228 
 01/15  24:00:00,20.0,4304916.2445000759,0.0,31.386474179966993 
 01/16  01:00:00,20.0,4540708.937200909,0.0,33.080915246290519 
 01/16  02:00:00,20.0,4700231.278547907,0.0,34.21669937487412 
 01/16  03:00:00,20.0,4759737.707368176,0.0,34.63782191567409 
 01/16  04:00:00,20.0,4838164.249866208,0.0,35.20454363778133 
 01/16  05:00:00,20.0,4930791.103516644,0.0,35.88297390494635 
 01/16  06:00:00,20.0,5029313.099407542,0.0,36.693072741651217 
 01/16  07:00:00,20.0,5683261.9291282,0.0,38.82664526607106 
 01/16  08:00:00,20.0,6014962.139339517,0.0,40.557342134108697 
 01/16  09:00:00,20.0,6521491.754474016,0.0,41.47690814298224 
 01/16  10:00:00,20.0,6172384.722903953,0.0,38.87867021111402 
 01/16  11:00:00,20.0,3952881.1186039105,0.0,25.5309654256157 
 01/16  12:00:00,20.0,2284867.964136091,0.0,17.82709772317786 
 01/16  13:00:00,20.0,1191785.7668414687,0.0,15.008224780214612 
 01/16  14:00:00,20.0017652980197,200841.58327885252,0.0,14.245593595941643 
 01/16  15:00:00,20.099591187316073,0.0,0.0,15.826491591847223 
 01/16  16:00:00,20.04011295280303,744798.5350134567,0.0,20.608578796347009 
